#Table1
specobjid,oiii_5007_flux,oiii_5007_flux_err,h_beta_flux,h_beta_flux_err,h_alpha_flux,h_alpha_flux_err,nii_6584_flux,nii_6584_flux_err
2845279708252235776,86.96863,9.107316,62.0535,7.882567,372.817,14.32442,406.1706,14.77259
654155581984106496,492.7523,7.805003,324.2289,5.906213,1213.585,11.64185,1171.253,11.02209
2041427020889483264,314.1724,10.39716,170.7805,7.906811,741.147,14.0609,595.6086,13.4178
2917303759988090880,584.3412,9.849647,963.6081,11.83093,3773.98,34.54334,1152.682,12.63496
2920700976660768768,117.381,7.039692,64.63816,6.556081,265.0763,9.724562,399.5326,10.1543
1146264831163131904,8873.91,82.05215,741.5242,13.76273,3111.597,32.40298,2927.182,28.24492
2523231921132038144,47.56027,7.517478,46.39805,7.226558,116.3672,11.28156,126.2191,11.6147
621586392195033088,50.58302,3.006541,20.28295,1.98685,60.46059,2.219188,54.2353,3.103724
2402717195474855936,2892.2,24.18692,2002.187,17.60451,8577.315,54.7556,2390.671,18.50767
837747358904117248,154.5978,10.75241,68.47856,9.791917,198.6793,14.25082,162.8001,12.67237
1490816872793270272,420.3771,17.11411,237.7278,12.8496,808.337,24.11364,1892.011,32.17765
561935137542006784,96.24347,5.509517,159.8145,5.19357,794.5302,9.647806,528.73,8.544439
2497360406608111616,356.1149,7.091867,35.22143,3.788932,187.7365,6.19093,300.0123,6.961119
2582858154513557504,31.95136,2.655165,15.61931,2.19039,80.87234,3.288947,82.86174,3.244361
2937636209523976192,226.744,4.260685,164.6069,4.607106,546.0482,6.647951,110.3457,2.820935
1874667100409194496,63.30166,7.217865,100.6122,7.621931,207.4299,10.03957,196.1835,10.10139
443756602873374720,27.33624,2.302951,16.97291,1.985383,31.54079,2.091216,23.36345,2.287918
370520609647519744,246.3916,11.67183,84.22272,9.025786,385.5475,15.60835,458.694,15.97604
2793455044207339520,70.23619,4.441773,76.1598,3.762941,316.2869,6.267725,262.5193,6.141105
506668184229668864,2141.063,12.73445,781.2589,5.627047,2453.921,11.95518,220.6049,2.509404
2832766435791497216,1953.259,16.1944,1077.835,10.27167,4017.025,24.98171,714.5389,7.419878
876021909865654272,187.0078,7.185596,564.4077,8.139081,3129.258,25.16542,2127.874,18.63341
2967917302898518016,49.65236,1.939504,74.59181,1.758944,286.8227,2.790877,178.2657,2.488067
2671852626252949504,163.1914,13.18633,90.46081,11.19121,331.9119,20.33339,374.1367,20.59841
1088894512845056000,204.4987,11.24551,220.8447,11.72534,613.8288,20.26168,774.0873,20.83239
2365524839973808128,2677.809,23.2894,1503.864,14.46208,5579.736,39.33039,1178.371,11.09556
582228824259848192,1035.059,13.7164,4447.57,28.70271,19804.22,108.0324,11327.55,50.56566
654219903414331392,97.22199,4.726914,704.9414,7.374363,3684.828,22.02853,1830.766,11.70367
666639156574709760,45.98049,5.29754,24.46935,4.521946,82.88174,6.029116,101.3646,6.505809
2575004067608684544,97.89893,7.373199,421.9171,8.194446,2211.219,19.01942,1110.188,13.04075
315319071170127872,81.22671,12.5969,86.39993,9.17955,162.7271,13.41753,89.25848,16.44332
1969283380906321920,45.7244,4.629685,50.10802,3.699046,144.1417,6.250373,106.1722,6.783274
2522167038315620352,27.437,5.037998,40.20831,4.746894,127.7595,7.517434,92.29153,7.836815
483026483732834304,334.6782,12.57255,416.9622,13.07324,1233.817,21.59845,1096.429,20.11584
709400813465790464,286.3273,8.452332,154.8157,6.857745,646.5287,12.15496,610.662,12.03203
1794858499419695104,318.9767,6.896903,376.2781,6.730735,1711.67,15.39802,1167.809,12.28189
488650761677334528,179.1829,3.725311,120.8777,2.950646,532.2703,4.979182,375.7175,4.32099
488781603561039872,34.95742,3.447847,20.84201,2.996629,112.7452,4.668117,135.3491,4.88391
1470426702990567424,2177.013,25.32385,6676.039,52.50637,24878.14,179.3297,9547.86,53.79388
881742943541553152,2782.235,21.17973,2835.161,20.10844,15612.58,101.1583,6373.422,31.14813
856870340263962624,353.7388,5.719013,152.0779,3.815291,641.4792,6.709851,626.8071,6.894433
465092351400896512,60.31715,7.462834,85.04369,6.431971,318.7741,9.997676,216.7855,10.57027
1808371223504119808,209.9018,17.86564,76.97619,12.19419,118.1026,16.69463,202.8465,22.00941
1351159097809987584,125.9368,7.269608,417.0034,7.42465,1768.039,16.45612,1016.268,12.11065
2937586456622819328,103.0234,4.721145,255.9494,5.159211,1351.254,13.12348,806.5703,9.357016
518003049868847104,707.3505,10.30498,647.9645,8.527961,2398.796,19.50486,571.7795,8.134246
518071769345583104,57.34115,7.618148,49.74249,6.636849,170.1282,11.05104,180.5769,12.12375
2814775950602954752,211.3722,12.98621,129.1813,11.38204,421.3839,19.12287,501.8023,19.70577
443740110198958080,2082.449,8.504254,781.5953,3.795236,2816.121,9.991525,320.8546,1.824195
1928729551668537344,152.9499,10.81401,131.5009,9.330186,559.1927,16.74577,667.9835,16.81781
502299549503612928,126.1024,4.669366,61.65615,4.063365,262.5349,6.315266,208.9472,5.842685
2830528648728045568,178.2503,12.03689,195.8233,12.58118,624.3655,20.0965,663.8597,18.94795
520307900866914304,221.805,12.46953,80.68275,9.761745,398.467,17.08699,544.3401,18.07304
1070871314249574400,577.459,18.03613,657.1082,15.63102,2320.722,32.10544,1377.294,25.88848
1453680861642778624,255.2014,8.477861,1410.419,14.70968,6299.33,43.26931,2342.719,18.58878
443676338524547072,137.8656,3.070002,125.1898,2.679318,451.3723,3.967712,322.4939,3.771442
2365529238020319232,7253.709,55.41426,1060.672,19.8982,4263.61,44.9385,4399.159,41.57203
2908350436048136192,166.2012,7.642272,382.002,8.148709,1766.44,18.83495,1075.476,15.24963
2921831824873252864,108.6237,6.217086,933.6631,12.1405,4170.417,35.0711,1305.83,14.30413
1533601068615755776,50.25264,3.374664,353.5037,4.799489,1609.377,11.39604,656.5298,6.508108
1230769170346436608,798.7475,8.920508,639.9042,6.664702,5375.523,33.03584,4637.587,24.4708
2107783088707758080,106.9262,7.678758,38.71738,6.814003,207.8772,11.38772,318.041,11.24036
1793675699769337856,51.85497,5.486883,36.20171,4.301114,125.0323,6.537817,104.0426,7.184777
2362202658913150976,105.3877,11.72118,56.18203,9.269217,124.3558,13.3112,69.6456,12.94089
1473923695796840448,57.58485,5.075794,175.0838,4.96727,1039.214,12.78912,423.887,10.06729
335574280131602432,278.6271,12.4354,203.4313,10.73586,859.0906,19.31125,1349.898,22.09232
3243838103667894272,156.8089,11.43506,226.3329,10.61511,744.3316,18.6194,696.9832,18.99259
3247247139872466944,339.0571,9.086666,521.8772,8.259108,3180.328,24.72684,1724.328,17.01996
933543959496517632,185.8391,8.865283,87.85116,8.201504,301.3992,13.78769,354.0273,12.78178
2501900289833986048,103.2692,8.554826,71.25346,6.740085,260.2286,11.23941,366.5516,13.13887
2844074368848390144,77.81313,6.742533,25.29226,4.849104,119.505,7.215733,258.7378,8.711911
1875813616410716160,62.38356,7.644331,113.9557,7.488555,426.5163,11.34926,279.7171,11.09065
2179888235684063232,179.2619,8.780711,105.9366,7.397061,422.9784,13.20694,691.1412,14.84767
2791279387050272768,223.2598,14.09576,82.99665,12.46355,414.6097,23.26716,609.8395,22.76773
1611210370767153152,8673.417,57.16248,3394.213,25.27593,12234.37,73.41251,1269.856,11.34825
389691963177199616,108.3453,6.690306,63.04348,6.55344,168.1538,8.990896,242.2146,8.756283
393002317911189504,213.4467,3.227259,245.9491,3.063022,728.4457,5.537152,173.3242,2.290783
2976939072829810688,49.02039,6.444554,30.35538,5.847781,85.30647,8.812544,88.33646,8.613807
2512023768554039296,55.98214,5.582226,221.3966,6.12931,860.6036,12.6025,335.0545,9.007192
527016845992028160,67.42323,5.246104,59.88015,4.454756,231.7584,7.109256,316.506,7.899975
549597516325218304,91.87317,4.829239,124.5139,4.490609,532.1008,8.018611,387.5037,7.501867
2382420760212826112,209.1131,10.86544,124.4478,9.257589,476.8856,16.00148,486.6194,15.9632
443617239774554112,1123.271,5.990735,162.1948,3.238928,574.8623,4.89552,818.2813,4.843376
2990517496273987584,21.6608,4.134866,25.08844,3.998054,72.8876,5.43881,51.15797,5.258266
2662777806546561024,317.4641,13.79006,910.9386,16.57566,5090.066,46.75567,3208.31,35.67334
702586870516705280,92.89081,4.570033,699.2009,7.938561,3163.79,23.8858,1321.042,10.91287
2722528018101725184,260.9346,8.138368,70.66146,6.003493,229.5519,9.294962,274.9585,9.377623
2722555231014512640,92.40927,6.026261,57.59209,5.005702,148.6819,7.404423,133.6284,7.587914
1480594433329096704,251.0829,21.70028,168.5211,20.0862,398.3948,32.90181,595.3766,33.92716
3100760300417214464,119.3805,10.22817,81.98138,6.902039,251.8802,9.291022,336.1245,14.38172
1013340196969670656,53.69291,4.484425,17.4569,3.401003,65.22912,4.720924,64.59053,5.18751
621530317102016512,162.6689,4.037615,821.5505,6.674278,4328.415,21.04099,1728.02,9.233834
1489568922213574656,139.7457,9.952398,592.6645,11.91375,2560.302,28.25616,1009.93,16.91698
2034639465296717824,120.3626,8.180882,79.75938,6.903588,234.7828,11.14312,216.8107,11.20349
2356623193164244992,271.4195,12.8276,157.2387,10.86488,562.8011,17.67269,590.0403,17.39728
2837405555981576192,41.79163,2.689645,36.12992,2.287107,149.1658,3.070606,116.943,3.070593
345669990998894592,244.873,10.26999,507.8084,10.71332,3314.868,34.05716,2074.352,26.68731
624974541872982016,67.83932,6.299186,31.06418,5.581486,87.20211,8.085941,180.1397,8.468869
887264141398534144,59.13407,4.925484,24.54325,4.60028,115.2814,6.697361,153.4069,6.409053
2027782635589232640,241.4782,12.80947,112.2568,10.7421,340.0584,16.95466,384.4705,16.86337
1171071738469967872,2941.483,30.4081,3459.043,31.7977,14019.45,103.8821,5340.278,35.38919
2936465504484747264,4479.838,25.3591,390.6733,6.88912,1518.775,13.23183,2631.448,16.00771
2937578485163517952,264.012,10.09467,112.2537,8.611627,325.2346,13.8648,467.2952,14.1643
2497399164392990720,67.58727,6.721762,42.9437,6.314975,155.4984,9.49922,206.7797,9.252748
2504168307712616448,136.7156,9.49727,96.11385,8.261292,237.8793,12.00551,140.4308,11.0451
2508554259646146560,219.0955,21.36355,126.6017,18.26703,227.23,26.99608,252.9011,24.04265
1611227962953197568,76.60254,7.560437,37.2924,6.692955,109.4919,9.484863,122.6909,9.456936
2115598985434523648,3969.851,40.3701,5687.946,46.90277,20359.51,153.782,4030.301,35.33723
2426488361049942016,1583.726,20.05308,2112.095,21.71673,9728.388,72.61543,3436.171,28.56997
2968003339683391488,17.28399,1.410279,53.43709,1.452807,214.4441,2.306714,95.29166,1.825295
2654936365468248064,506.8737,13.68049,1787.554,19.34967,7713.12,59.63843,4048.196,29.32465
443611192460601344,25.7137,3.758958,14.50603,2.892773,45.11355,3.353954,59.13488,4.12511
1088904133571799040,5155.159,48.1197,2888.22,29.03406,9116.758,74.07951,1258.65,16.12132
609142668794030080,48.4282,4.203235,29.39003,3.904398,105.8112,5.648892,109.3471,5.335415
1371479997524502528,141.2283,14.17762,88.41828,10.24325,276.3123,16.65642,321.8531,19.53946
1014509252775012352,93.07463,12.59288,116.516,10.78762,517.9783,17.78731,368.8078,17.29625
683536182147049472,79.64045,7.102148,527.2005,9.412522,2903.611,20.13856,2446.315,16.0167
2522083750309816320,53.85551,7.870909,64.74944,7.68683,279.4084,13.28369,168.1613,12.28088
1863508990709753856,642.9219,13.53332,2184.1,20.75547,13121.21,82.791,7064.974,43.07296
3119982517264869376,348.8607,6.983138,1051.751,10.33447,4677.088,32.00774,1923.482,15.28122
323230613983225856,45.40165,3.273368,201.4609,3.67106,835.7939,7.222262,362.7391,5.059918
2165257034268698624,221.0712,4.661606,612.0125,6.519563,2261.605,15.36957,845.0268,7.783753
2358928863276328960,651.6702,14.07709,1229.198,16.58573,5252.368,45.24332,2561.213,24.46428
675686218024904704,95.73929,7.555988,464.6168,8.678604,2202.99,23.74573,1139.376,14.34409
1468209812620732416,103.2959,5.602476,132.2756,5.025356,545.1429,8.650966,248.8441,7.215982
2027893411385731072,2445.955,18.4566,1525.941,11.91755,5174.51,35.82436,977.621,8.016032
2283472684568307712,51.39978,5.212584,24.25741,3.259173,75.80625,4.228791,34.61781,5.57368
2582830391844956160,92.69438,4.463263,28.65753,3.637187,176.3127,5.630352,313.6953,5.973722
2582933196182153216,26.42815,2.420817,17.36052,1.986921,38.23667,2.403006,29.21733,2.607823
2582954361780987904,50.27887,2.628053,92.66058,2.587461,345.7449,4.036036,169.2162,3.473275
2179906377625921536,264.8692,19.62423,538.125,17.41739,3547.048,43.28188,2276.76,36.5602
412190450418477056,100.7862,8.669747,371.5432,9.262214,1753.893,18.68263,818.918,13.80486
635034797684582400,726.2908,6.37971,501.8161,4.979251,1695.587,9.379316,347.2574,3.577104
1700128700739119104,1108.043,16.57144,934.2762,13.34546,3902.069,37.36034,2157.588,20.23749
2823821077925357568,1455.938,18.72403,900.9965,12.65985,3213.838,27.61115,559.892,9.550246
506790230020352000,35.14323,2.762199,22.96129,2.313799,84.53151,3.410069,112.0971,3.678708
2188792631524354048,64.77869,6.509678,26.78898,5.078556,113.0859,8.182983,139.0237,8.845686
519211687790798848,217.1909,15.65914,100.35,13.60972,308.2364,22.48995,463.5652,23.78955
1551596775612114944,4670.918,31.87887,1681.263,13.63663,5943.062,37.04133,1960.849,12.90502
2730317239138936832,57.81615,6.276357,29.54529,5.674526,79.37659,8.021783,106.1553,8.150808
591140095671691264,110.3093,9.077731,111.0155,6.749979,519.777,11.51987,493.024,12.38443
594592832480634880,1468.227,11.88882,461.1592,7.117423,1944.377,14.02754,2299.643,14.25862
2278975126970066944,175.4095,13.33588,91.42294,10.72725,288.9024,18.11338,311.7734,19.05791
2989363278909564928,138.9392,10.05991,134.2236,8.895057,493.7185,15.77748,450.2533,15.65455
603488156460804096,180.5671,8.802274,115.1399,6.60717,393.9262,10.51064,248.0086,10.44699
892954939242866688,731.9827,8.417918,526.8243,6.443616,1779.992,13.21902,395.2498,5.046802
2235035342581295104,124.4137,10.89709,81.13014,11.10102,206.4749,17.59041,197.6155,15.23564
377295799358351360,136.7431,12.55495,58.73833,11.11118,158.8675,16.67342,172.2631,15.91649
596829239198640128,87.98524,10.78843,148.2663,10.0528,576.1801,17.97516,492.7685,18.94023
620486880584034304,83.72035,5.809384,56.97929,5.661163,120.736,7.615317,187.0802,7.846349
481988545813178368,79.03995,7.867582,246.7487,7.749166,1114.876,14.4592,482.6453,11.98302
2519924865637574656,43.11588,6.266128,68.57541,5.681754,268.8489,8.867924,175.2826,9.099772
2520894351979079680,82.57363,6.506538,312.4524,6.811764,1652.13,16.5016,579.6799,11.02565
1999772022116214784,4133.134,31.57422,3754.218,28.37833,16633.67,98.18549,6907.328,39.56104
458390276445071360,5639.006,33.92704,1402.151,10.95801,4075.111,24.12739,237.3731,3.561013
715056702872905728,184.2285,8.935232,710.0223,11.25665,4243.52,30.28201,3250.851,22.28907
1051693911912769536,106.0969,10.94626,117.397,7.583185,504.54,13.95624,581.2063,17.30613
2838562516320151552,76.10181,5.216995,383.0296,6.597858,1722.139,15.09132,729.2296,9.175017
622766443166984192,228.3233,13.30641,130.4644,12.88144,352.1212,20.61952,332.0574,18.24706
3133522728032692224,263.3925,7.327333,361.6868,6.56639,1702.467,16.20428,1078.086,11.84805
2352080280627472384,25.09711,3.377842,16.9884,3.024302,44.8114,3.688581,32.48919,3.614902
450519972213450752,200.9308,11.18451,1102.606,15.65764,5350.819,43.94148,2528.586,25.50047
564231471720589312,41.79954,3.978508,53.39894,3.45164,216.9138,5.625008,156.9189,5.729785
2445531084687960064,86.89826,5.809831,364.9189,6.318098,1520.266,13.62236,890.7112,9.82767
2446690788604667904,98.29977,5.648207,58.2608,5.558573,164.4347,8.547458,186.419,7.898178
2937576561018169344,174.8474,13.57105,104.2096,12.25111,304.2175,20.56088,462.9719,21.49119
1874714654287095808,75.94299,5.296381,116.3211,5.099522,427.9624,8.515503,450.9983,9.112658
1875775408381650944,87.94145,5.507074,44.57708,4.80083,164.4708,6.64181,200.7354,6.818389
635028475492722688,53.58146,3.701763,22.95357,3.217305,56.2981,4.310794,40.57557,3.939752
1611166390302042112,126.1264,8.55253,84.05665,8.689702,261.1629,13.06108,277.2377,10.97747
2666259685312587776,353.1846,8.688733,1557.926,17.0387,6284.626,46.9466,2105.32,18.66422
2528787746642749440,77.78214,8.317364,59.72147,8.158871,163.2284,12.14973,228.3826,11.71958
610310625591060480,94.55556,3.899813,372.8835,4.556087,1509.113,9.569801,679.321,6.670707
2967960458729908224,27.152,1.550522,127.6107,1.78129,753.3354,4.042236,250.0941,2.380597
2847573839532025856,80.1971,7.51315,122.0768,6.262836,531.1644,11.47484,375.2393,11.27542
2651652124152195072,12757.19,80.28014,4823.73,36.66715,20424.81,121.231,3189.435,21.5515
551828975425447936,856.356,7.241246,662.8353,5.812239,3118.851,16.15282,1485.802,8.618218
2366724136593549312,394.5013,19.28705,177.2161,17.47705,455.2635,29.61467,753.4088,30.58986
1560569341173327872,197.1484,8.091879,606.4586,9.218939,2657.308,21.14135,1498.476,15.0521
1875850175172339712,38.35308,4.860427,60.05848,4.447674,231.2171,6.557222,146.5686,6.594036
1002170257437124608,43.25731,5.692621,26.38503,4.838173,90.65086,7.625014,158.0336,8.635384
2037912979898394624,174.6235,8.509361,106.744,7.650332,311.126,11.91675,350.9389,11.72552
2037969879625132032,192.1974,11.48908,86.73584,10.00856,286.011,16.2997,479.9214,17.30441
595671728315721728,2545.94,22.25418,2119.171,18.06345,6880.708,46.92344,1973.572,14.62986
621596012921776128,566.336,6.873991,861.8557,7.492502,4598.079,23.48132,2705.238,14.30111
2519789075951544320,7762.544,40.58192,2775.854,18.3123,9702.91,67.2619,1268.215,8.388079
2519928164172457984,51.7423,4.305623,21.7062,3.572137,80.52386,4.843878,105.8059,5.217033
458394399613675520,3420.081,24.79882,819.0651,11.05361,3599.817,24.78884,3484.113,22.48961
1792534681560836096,35.53726,3.753952,25.52647,3.081008,71.53404,4.32571,81.15689,4.957376
1478411078097463296,99.03506,9.9227,57.94275,9.100212,204.099,13.97119,210.8851,13.63767
1802674929645152256,188.8738,13.24832,714.2568,15.54295,2941.749,38.25843,1396.806,28.16305
933518945606985728,135.2912,10.07629,57.726,8.462882,237.143,14.64931,336.6105,15.52488
887294652846204928,247.0402,8.794761,1582.393,15.21137,7996.467,60.07956,4117.781,31.22255
564146534447343616,133.8292,4.681295,463.1262,6.060826,1859.106,13.9993,963.9767,8.354939
3345192461382215680,551.5575,9.216282,65.65705,3.97806,178.5125,5.25046,269.7785,6.060824
2241804211291449344,199.067,10.8228,393.5485,10.01281,3194.226,32.76357,2337.173,26.79172
2245063170450286592,173.9918,10.21293,102.1133,10.91184,341.7569,17.18285,445.0172,15.32604
1631521926025340928,59.03924,6.789708,149.9664,6.254695,648.8548,12.00667,354.0648,10.72542
2232682113004496896,1355.455,19.13052,811.5004,12.39781,2749.054,25.41222,568.36,10.35114
518083314217674752,7779.582,53.37931,1431.115,19.4544,6739.811,54.31185,6227.765,45.433
1875842753468852224,77.76506,6.751094,118.1479,6.386614,428.0041,10.59959,480.6919,11.59234
2289055998876346368,146.4873,12.44784,65.13222,10.03918,182.1016,15.64808,190.237,16.00034
443771446280349696,27.50988,1.66426,163.4442,1.955686,783.5665,3.817041,241.2939,2.235625
2526679158688344064,1971.623,25.56155,2298.977,25.14126,9020.701,64.37395,3308.57,28.09887
609271861410293760,70.26254,2.696149,201.9345,2.987208,854.0805,6.038965,405.7342,3.939336
2434361695431321600,182.1907,11.07758,36.86814,7.314991,108.2877,10.96628,80.96869,11.38652
2376877016092796928,90.28316,8.763405,73.25039,8.57451,175.6071,12.96151,183.9544,12.45023
443670291210594304,30.93767,2.146808,21.10448,1.982137,53.98677,2.442753,64.37,2.584777
551840795175446528,39.28075,3.327757,94.12143,3.151163,650.0021,6.961029,287.2296,5.641889
2662796498244233216,2246.079,22.57477,609.4386,10.66717,2984.619,28.87967,2356.225,23.95648
3100880147184642048,277.4959,6.840522,90.22186,4.395533,351.6455,7.146495,326.3254,7.374888
3105367533763454976,98.09519,4.141338,32.13317,3.164891,88.84267,4.425457,111.2692,4.641528
3092903465085593600,106.757,10.89982,63.33828,8.972003,226.066,16.01893,352.0308,17.43773
483071013953759232,97.33463,4.65392,91.89371,3.902649,415.9179,6.63141,423.598,7.05759
715116626256619520,163.7771,9.25968,73.39268,7.706785,282.2922,12.9626,495.9596,14.38968
1794840082599929856,583.4297,10.59895,338.0573,9.075186,1279.977,16.90188,1083.899,14.7817
2838536952674805760,189.8469,13.9199,92.60195,11.46894,302.042,20.42016,342.1635,21.16764
1468201016527710208,145.0347,5.896478,55.69787,4.166041,253.9137,6.799811,190.2814,6.799603
2021061876653254656,101.1132,7.628997,178.3177,7.461333,750.1812,14.28848,444.3834,11.51196
640704979820111872,47.88549,3.632066,382.542,5.033506,1360.418,8.805631,860.1495,6.136675
564176496139200512,1802.648,16.44949,629.8487,9.47629,2483.975,21.24338,1633.201,15.92884
1809324500555163648,49.7016,9.743106,124.7513,8.169328,648.4594,16.02807,355.0991,15.60461
2233797567399880704,140.0379,10.10264,121.418,8.558307,384.743,14.45715,350.5291,14.18556
2582975527379822592,39.70421,2.446901,23.4962,2.166701,72.49599,3.063918,93.52901,3.163846
2937582608332122112,116.8972,5.067399,58.54771,4.305954,220.3344,7.2946,305.0063,7.624836
2817155293799016448,107.5427,10.82857,121.8374,9.400957,542.0471,16.78237,430.3494,16.37707
1030318577393100800,7239.438,45.94178,1495.548,13.58069,5800.638,38.38494,2597.058,17.53941
368290254303553536,162.7971,6.003038,519.0616,7.582395,2160.269,17.96206,985.9525,10.93233
637369335983138816,283.4187,7.467402,158.8723,7.041909,598.0797,11.98682,621.4313,10.8208
1848778826587334656,2543.769,27.38082,2892.479,28.73326,10535.55,88.01028,3413.544,26.48274
2832869240128694272,86.4292,6.084325,19.95469,3.698346,76.71632,4.475482,56.64579,6.212883
1880254570081314816,237.6495,10.08489,252.3057,8.738088,1606.07,21.8181,1717.963,21.61934
1070895778383292416,8335.525,63.95441,3366.228,31.0284,16702.97,116.9955,2688.727,24.88172
1071863898556098560,209.1584,15.20731,141.8693,12.55515,357.765,19.9493,214.5067,19.26856
1494128321787619328,269.316,17.36062,203.2472,15.13107,754.3617,28.1583,522.283,26.14707
580997096241391616,417.623,11.99723,426.3409,10.47116,3026.863,28.23943,2409.254,24.68071
462750115816302592,284.9856,19.6867,134.1245,15.60562,602.3313,26.8014,1287.046,31.85959
654214405856192512,463.7224,7.257617,359.2458,6.364434,1212.021,10.66158,434.6016,6.298012
961528730738518016,104.0478,8.674654,94.25947,9.097725,184.8659,12.70862,258.0076,12.65036
1256634087599269888,301.3725,10.76885,200.1344,9.618641,680.5145,16.24956,306.4826,13.08488
3161664453267712000,104.9556,5.337529,138.3292,5.338085,609.3069,9.093742,514.2526,8.573635
1012234912620636160,1026.814,16.61334,949.103,13.36712,3515.597,33.05324,987.6561,13.63169
1969237751173769216,1497.241,13.60674,930.8931,9.209734,3395.386,22.87962,927.0194,9.233837
3095126952609081344,111.6639,7.666151,68.12729,7.494981,209.836,11.21508,201.1858,10.1056
2032343954862663680,218.5079,8.16075,172.7627,6.551628,682.0735,11.29336,474.349,10.68806
2638142148947503104,2919.678,27.90924,4889.11,35.96328,24495.59,142.3635,11348.98,61.15344
2017753717066983424,217.096,19.76983,175.6439,18.15182,459.7046,28.93589,239.7997,26.18293
1020212140130199552,9143.347,67.88912,3444.202,30.002,10139.75,79.909,1255.078,14.03738
2837301102376937472,29.51728,3.020396,37.75023,2.674986,92.01307,3.461486,93.59654,3.700943
3243737773231859712,81.87686,10.11735,50.96485,8.168945,146.8615,12.85174,177.0596,14.45893
3249415926088493056,215.5769,12.45403,152.9578,10.84932,621.7458,20.14405,685.4636,20.04048
2551430812750866432,32.74794,3.042143,66.30264,2.643072,276.1074,4.341999,184.4022,4.166297
2242883107411748864,868.834,15.6463,2152.774,24.95507,7710.506,64.97311,2483.99,22.24335
2497307630049978368,227.045,6.494497,101.6601,4.805013,382.3579,7.824757,382.7119,7.921231
517997277432801280,87.41045,6.749302,450.6973,7.780976,2550.594,21.33002,965.9288,12.25365
2551405249105520640,3702.728,29.59062,760.3801,13.68218,4460.755,36.91713,4816.731,35.02584
2199023037012011008,139.4703,13.47567,67.63275,11.04694,209.7748,19.23055,269.8815,21.01557
2184311846729705472,129.744,12.75475,98.65329,11.24048,229.9612,17.75412,283.5407,18.55872
1610134773685053440,237.0729,15.19407,105.323,13.3466,421.8096,23.98758,853.8271,25.64977
2967900260468287488,588.5667,3.65161,162.1736,1.95232,689.5848,3.700659,541.9671,2.979521
3185235510327011328,50.42423,2.584325,112.6786,2.587683,473.5976,4.790067,221.2122,3.649279
588976527153063936,309.1106,11.033,137.2274,7.664932,503.8937,14.22962,414.9007,14.35118
1184534154545489920,208.303,15.19001,129.9215,14.59981,350.3691,22.62446,427.3832,21.68153
585552927217707008,44.83813,2.710754,130.6656,3.439424,419.5094,6.105363,158.0713,3.517644
1982799127909525504,437.3204,10.20458,1002.564,12.40361,4913.259,37.30189,2648.526,22.06172
654164103199221760,1194.544,11.91249,703.7169,8.5814,2329.86,16.59183,1132.153,9.984035
1788077810758215680,143.0314,5.217538,41.55226,3.809566,116.3248,5.586957,214.0062,6.543149
543928709048985600,100.2781,8.516206,77.29715,7.903174,195.424,10.51993,224.2118,10.76745
595709936344786944,78.77563,7.787792,59.15803,6.969028,166.2006,10.92536,225.5064,11.74542
1434408626193197056,1805.494,19.6095,1681.112,16.88135,5893.5,46.30551,1230.225,12.35917
2520983412420929536,206.2968,6.91946,264.9871,6.816193,984.5306,12.23326,639.049,10.34539
2112312544944220160,56.02723,4.856888,142.3694,4.736556,586.373,8.341527,383.2055,7.901463
3242621494169200640,1912.046,22.82014,1983.003,21.03374,7827.047,64.02821,2071.592,18.46591
323291087122753536,57.48952,3.70389,157.6204,3.868268,703.2859,6.972041,304.1326,5.363633
2034659256506017792,1089.727,15.83796,1269.294,14.04877,5012.029,47.35419,1316.82,13.06685
933478813432571904,59.50345,5.879447,39.30141,5.314825,130.3235,8.34693,215.949,8.981374
2232732965417281536,284.6534,9.465399,727.3481,11.77892,2336.337,24.27953,805.7728,11.60823
2582868874751928320,51.55574,1.951134,195.9823,2.366178,830.77,4.905607,330.3353,2.788295
1875792175933974528,63.10585,8.493288,109.2403,9.394249,221.5212,13.05047,231.2759,12.66517
369360353793959936,68.7897,4.054638,28.71009,3.490846,70.48476,4.606831,54.77916,4.228047
506788305875003392,297.9874,3.221859,535.697,4.004581,2008.5,12.03645,572.9457,3.640972
2651627934896384000,74.28274,9.279567,70.29488,9.256694,164.4087,13.25747,185.7659,12.83964
443654623169898496,1086.751,6.091183,476.3092,3.616236,1410.309,6.608861,175.5866,2.124016
551833648349865984,1749.655,10.84587,732.845,5.789547,2481.678,14.02222,480.6317,3.927269
1464802700678948864,104.7954,5.374601,709.2227,7.870179,3745.274,22.36894,1788.393,12.40918
2045881966254909440,78.50513,6.07132,39.41467,4.846779,138.4894,7.476263,203.9565,8.244824
425640503447414784,72.21103,13.80019,104.1583,11.32756,532.7416,20.76785,373.432,21.38031
609219084852160512,89.17094,4.756886,61.81054,4.243131,182.5033,6.847509,243.5643,7.186195
2235029570145249280,3540.069,32.52566,1359.237,14.14422,4496.629,33.83167,487.6565,6.994235
654297968739903488,184.2695,5.614563,47.16758,4.046875,116.3211,5.36094,146.4065,5.741226
2561591400206460928,95.86843,5.969639,80.34064,4.81231,269.9392,7.839989,233.0077,8.310304
455999113465456640,595.333,15.11789,2186.901,25.25665,9309.233,75.69342,4085.684,33.67357
456155244116600832,365.2667,16.85683,133.6285,14.75547,517.0765,25.36994,865.1218,25.3331
